anchor_date,gate_patch_2,gate_patch_4,gate_patch_8,gate_patch_12
2025-08-28,0.13892846,0.12221277,0.20188387,0.53697497
2025-08-29,0.20572193,0.0781513,0.42679796,0.28932884
2025-09-02,0.07337902,0.2122822,0.36910918,0.3452296
2025-09-03,0.12683326,0.17562929,0.2146753,0.48286206
2025-09-04,0.18243949,0.09684966,0.41199872,0.30871212
2025-09-05,0.12996313,0.22956356,0.29126444,0.34920886
2025-09-08,0.13991418,0.16519588,0.3555919,0.33929804
2025-09-09,0.082397066,0.14861335,0.45976362,0.30922598
2025-09-10,0.2957791,0.13625486,0.12036935,0.44759673
2025-09-11,0.14847136,0.100013606,0.40430298,0.34721205
2025-09-12,0.06605997,0.08018242,0.51723915,0.33651853
2025-09-15,0.12515055,0.22301549,0.30357447,0.3482595
2025-09-16,0.14875755,0.19984283,0.11608019,0.53531945
2025-09-17,0.13781963,0.090265475,0.5287858,0.24312906
2025-09-18,0.08040613,0.12570885,0.477179,0.31670612
2025-09-19,0.12271003,0.19874896,0.33442417,0.34411684
2025-09-22,0.14989041,0.18315846,0.39149377,0.27545738
2025-09-23,0.067569524,0.14073068,0.4507424,0.34095743
2025-09-24,0.09934383,0.13482611,0.44711033,0.31871974
2025-09-25,0.12245027,0.10327538,0.5720592,0.20221509
2025-09-26,0.08090913,0.2659243,0.19686502,0.45630154
2025-09-29,0.28882432,0.08068598,0.16325043,0.46723926
2025-09-30,0.11564238,0.15424417,0.49014407,0.23996942
2025-10-01,0.08033555,0.19432831,0.21508487,0.5102512
2025-10-02,0.21728164,0.09343895,0.32024854,0.3690309
2025-10-03,0.09709825,0.10849689,0.5715013,0.22290356
2025-10-06,0.10022213,0.12425815,0.58763105,0.1878887
2025-10-07,0.04809605,0.25899073,0.1965564,0.49635682
2025-10-08,0.23522706,0.14219922,0.20482334,0.4177504
2025-10-09,0.1725337,0.17902529,0.1628267,0.4856144
2025-10-10,0.086780585,0.096487746,0.4316354,0.38509622
2025-10-13,0.10701131,0.2348012,0.3954057,0.2627818
2025-10-14,0.1345955,0.22891179,0.1529867,0.48350602
2025-10-15,0.10047049,0.16178766,0.18139832,0.5563435
2025-10-16,0.1301264,0.15144135,0.42491633,0.29351586
2025-10-17,0.09268878,0.14796777,0.55541277,0.20393063
2025-10-20,0.09507494,0.26623148,0.13929132,0.49940223
2025-10-21,0.24021603,0.07911681,0.14904009,0.53162706
2025-10-22,0.100449294,0.13960181,0.18835811,0.5715908
2025-10-23,0.18089502,0.10364416,0.21772717,0.49773365
2025-10-24,0.117662065,0.13062008,0.27707827,0.47463956
2025-10-27,0.13909152,0.1180967,0.5435629,0.19924885
2025-10-28,0.048930746,0.118445724,0.58749044,0.24513307
2025-10-29,0.08989165,0.16661522,0.42879337,0.31469974
2025-10-30,0.12158288,0.15513243,0.25952432,0.46376038
2025-10-31,0.18475434,0.13592838,0.20204115,0.47727618
2025-11-03,0.14181712,0.11357767,0.5018102,0.24279507
2025-11-04,0.061633248,0.12845507,0.59351134,0.21640037
2025-11-05,0.120823644,0.19832212,0.29271695,0.3881373
2025-11-06,0.13112743,0.08050179,0.47136858,0.31700218
2025-11-07,0.08743614,0.13429937,0.50622094,0.27204356
2025-11-10,0.12739593,0.20396924,0.17430454,0.49433035
2025-11-11,0.1744999,0.106079616,0.27160868,0.4478118
2025-11-12,0.12826432,0.13925008,0.34714514,0.38534042
2025-11-13,0.16363007,0.14192627,0.10274505,0.5916986
2025-11-14,0.16901933,0.110185616,0.25056303,0.470232
2025-11-17,0.1362786,0.15449673,0.22602779,0.48319694
2025-11-18,0.17946237,0.11881377,0.2347936,0.46693027
2025-11-19,0.1308504,0.16731015,0.2942038,0.40763563
2025-11-20,0.21255189,0.14419337,0.37632,0.2669347
2025-11-21,0.12306003,0.21273738,0.3370088,0.3271938
2025-11-24,0.06986841,0.113762245,0.24759527,0.5687741
2025-11-25,0.17820348,0.102320954,0.4364406,0.28303498
2025-11-26,0.07432576,0.14334369,0.494962,0.28736866
2025-11-28,0.082887664,0.13191204,0.48562166,0.29957864
2025-12-01,0.17431691,0.09980273,0.41854295,0.3073374
2025-12-02,0.0952127,0.20087506,0.35451087,0.34940135
2025-12-03,0.12678635,0.1518965,0.16030523,0.56101185
2025-12-04,0.1435126,0.14686988,0.20643231,0.5031852
2025-12-05,0.15688875,0.11460277,0.2131757,0.5153328
